#{"t_start": 1761863674.2271237, "env_id": "None"}
r,l,t,winner,reason
1.0,8,189.675361,2,capture
1.0,7,189.686527,2,capture
1.0,9,189.700865,2,capture
1.0,10,189.716789,2,capture
1.0,8,189.729522,2,capture
1.0,7,190.89202,2,capture
1.0,11,190.909536,2,capture
1.0,6,190.919174,2,capture
1.0,8,190.931948,2,capture
1.0,8,190.944866,2,capture
1.0,8,190.957604,2,capture
1.0,8,190.97037,2,capture
1.0,6,190.979987,2,capture
1.0,10,190.995963,2,capture
1.0,11,191.013571,2,capture
1.0,7,191.024749,2,capture
1.0,6,191.034487,2,capture
1.0,7,191.045731,2,capture
1.0,7,191.056931,2,capture
1.0,7,191.068121,2,capture
1.0,10,191.084099,2,capture
1.0,7,191.095292,2,capture
1.0,13,191.116089,2,capture
1.0,10,191.132214,2,capture
1.0,9,191.14653,2,capture
1.0,6,191.156171,2,capture
1.0,9,191.170669,2,capture
1.0,7,191.181911,2,capture
1.0,6,191.19147,2,capture
1.0,7,191.202615,2,capture
1.0,9,191.216974,2,capture
1.0,10,191.233017,2,capture
1.0,8,191.245785,2,capture
1.0,14,191.267996,2,capture
1.0,12,191.28709,2,capture
1.0,7,191.298324,2,capture
1.0,7,191.309514,2,capture
1.0,10,191.325761,2,capture
1.0,8,191.338501,2,capture
1.0,7,191.34968,2,capture
1.0,13,191.370359,2,capture
1.0,9,191.384701,2,capture
1.0,10,191.400623,2,capture
1.0,7,191.411813,2,capture
1.0,6,191.421361,2,capture
1.0,8,191.434358,2,capture
1.0,8,191.447139,2,capture
1.0,7,191.458264,2,capture
1.0,7,191.469415,2,capture
1.0,7,191.480575,2,capture
1.0,10,191.496533,2,capture
1.0,12,191.515783,2,capture
1.0,7,191.526922,2,capture
1.0,6,191.536484,2,capture
1.0,9,191.550747,2,capture
1.0,6,191.56039,2,capture
1.0,8,191.573105,2,capture
1.0,7,191.584231,2,capture
1.0,12,191.603314,2,capture
1.0,8,191.616081,2,capture
1.0,8,191.629082,2,capture
1.0,6,191.638911,2,capture
1.0,14,191.661338,2,capture
1.0,13,191.682113,2,capture
1.0,6,191.691653,2,capture
1.0,8,191.704431,2,capture
1.0,9,191.718738,2,capture
1.0,8,191.731418,2,capture
1.0,11,191.748883,2,capture
1.0,8,191.761639,2,capture
1.0,5,191.769632,2,capture
1.0,6,191.779388,2,capture
1.0,6,191.789031,2,capture
1.0,8,191.801953,2,capture
1.0,7,191.813102,2,capture
1.0,7,191.824696,2,capture
1.0,10,191.840577,2,capture
1.0,6,191.850125,2,capture
1.0,9,191.864382,2,capture
1.0,13,191.884985,2,capture
1.0,7,191.896214,2,capture
1.0,11,191.913764,2,capture
1.0,5,191.922003,2,capture
1.0,13,191.943371,2,capture
1.0,8,191.956208,2,capture
1.0,6,191.966046,2,capture
1.0,8,191.978778,2,capture
1.0,6,191.988388,2,capture
1.0,7,191.999503,2,capture
1.0,9,192.013889,2,capture
1.0,8,192.026571,2,capture
1.0,7,192.037664,2,capture
1.0,6,192.047263,2,capture
1.0,6,192.056818,2,capture
1.0,12,192.075886,2,capture
1.0,6,192.085432,2,capture
1.0,7,192.096737,2,capture
1.0,9,192.111057,2,capture
1.0,9,192.12537,2,capture
1.0,7,192.136492,2,capture
1.0,10,192.152303,2,capture
1.0,6,192.161876,2,capture
1.0,6,192.171489,2,capture
1.0,8,192.184198,2,capture
1.0,6,192.193733,2,capture
1.0,6,192.203261,2,capture
1.0,8,192.216184,2,capture
1.0,10,192.232053,2,capture
1.0,8,192.244821,2,capture
1.0,13,192.265461,2,capture
1.0,6,192.275009,2,capture
1.0,12,192.294067,2,capture
1.0,8,192.306822,2,capture
1.0,11,192.324286,2,capture
1.0,7,192.335467,2,capture
1.0,9,192.34988,2,capture
1.0,7,192.361006,2,capture
1.0,11,192.378448,2,capture
1.0,7,192.389707,2,capture
1.0,9,192.404068,2,capture
1.0,12,192.42318,2,capture
1.0,9,192.437534,2,capture
1.0,7,192.448713,2,capture
1.0,8,192.461661,2,capture
1.0,9,192.475988,2,capture
1.0,6,192.485544,2,capture
1.0,6,192.49518,2,capture
1.0,8,192.508018,2,capture
1.0,6,192.517574,2,capture
1.0,8,192.530332,2,capture
1.0,6,192.539888,2,capture
1.0,5,192.547853,2,capture
1.0,17,192.574926,2,capture
1.0,16,192.600307,2,capture
1.0,13,192.620933,2,capture
1.0,8,192.633927,2,capture
1.0,14,192.656386,2,capture
1.0,15,192.680428,2,capture
1.0,11,192.698001,2,capture
1.0,7,192.709125,2,capture
1.0,7,192.720264,2,capture
1.0,7,192.731402,2,capture
1.0,8,192.744127,2,capture
1.0,8,192.756783,2,capture
1.0,10,192.772677,2,capture
1.0,10,192.788633,2,capture
1.0,7,192.799856,2,capture
1.0,16,192.825495,2,capture
1.0,7,192.836728,2,capture
1.0,9,192.851,2,capture
1.0,6,192.860769,2,capture
1.0,10,192.87678,2,capture
1.0,8,192.889688,2,capture
1.0,9,192.903946,2,capture
1.0,7,192.915217,2,capture
1.0,6,192.924906,2,capture
1.0,11,192.942356,2,capture
1.0,6,192.952096,2,capture
1.0,9,192.966436,2,capture
1.0,9,192.980731,2,capture
1.0,10,192.996611,2,capture
1.0,11,193.014089,2,capture
1.0,9,193.028476,2,capture
1.0,10,193.04443,2,capture
1.0,7,193.05559,2,capture
1.0,9,193.069886,2,capture
1.0,6,193.079428,2,capture
1.0,8,193.092115,2,capture
1.0,8,193.104834,2,capture
1.0,14,193.127358,2,capture
1.0,11,193.144939,2,capture
1.0,7,193.156041,2,capture
1.0,7,193.167172,2,capture
1.0,10,193.183091,2,capture
1.0,7,193.194228,2,capture
1.0,8,193.206983,2,capture
1.0,7,193.218118,2,capture
1.0,5,193.226213,2,capture
1.0,8,193.239128,2,capture
1.0,6,193.248684,2,capture
1.0,6,193.258359,2,capture
1.0,7,193.269876,2,capture
1.0,8,193.28268,2,capture
1.0,6,193.292239,2,capture
1.0,7,193.303398,2,capture
1.0,8,193.316203,2,capture
1.0,11,193.333658,2,capture
1.0,7,193.344799,2,capture
1.0,8,193.357529,2,capture
1.0,9,193.371872,2,capture
1.0,6,193.381465,2,capture
1.0,12,193.400563,2,capture
1.0,8,193.413488,2,capture
1.0,14,193.435728,2,capture
1.0,9,193.449973,2,capture
1.0,8,193.462726,2,capture
1.0,9,193.476982,2,capture
1.0,9,193.49131,2,capture
1.0,7,193.502447,2,capture
1.0,8,193.51521,2,capture
1.0,7,193.526359,2,capture
1.0,7,193.537496,2,capture
1.0,10,193.55346,2,capture
1.0,10,193.569311,2,capture
1.0,6,193.578875,2,capture
1.0,13,193.599599,2,capture
1.0,7,193.610927,2,capture
1.0,8,193.623616,2,capture
1.0,7,193.635006,2,capture
1.0,8,193.647947,2,capture
1.0,14,193.67051,2,capture
1.0,9,193.684785,2,capture
1.0,10,193.700691,2,capture
1.0,9,193.71522,2,capture
1.0,7,193.726345,2,capture
1.0,7,193.737489,2,capture
1.0,9,193.751932,2,capture
1.0,12,193.771109,2,capture
1.0,8,193.783858,2,capture
1.0,9,193.798245,2,capture
1.0,14,193.820748,2,capture
1.0,8,193.833418,2,capture
1.0,6,193.843043,2,capture
1.0,9,193.857424,2,capture
1.0,9,193.871882,2,capture
1.0,11,193.889657,2,capture
1.0,6,193.899206,2,capture
1.0,6,193.908845,2,capture
1.0,7,193.92007,2,capture
1.0,8,193.932814,2,capture
1.0,7,193.943926,2,capture
1.0,7,193.955101,2,capture
1.0,7,193.966229,2,capture
1.0,8,193.979105,2,capture
1.0,13,193.999725,2,capture
1.0,8,194.012525,2,capture
1.0,5,194.020556,2,capture
1.0,7,194.03176,2,capture
1.0,6,194.041316,2,capture
1.0,8,194.054079,2,capture
1.0,6,194.063657,2,capture
1.0,8,194.076383,2,capture
1.0,7,194.087568,2,capture
1.0,6,194.09709,2,capture
1.0,7,194.108269,2,capture
1.0,8,194.12097,2,capture
1.0,8,194.13373,2,capture
1.0,8,194.146545,2,capture
1.0,6,195.304192,2,capture
1.0,8,195.31712,2,capture
1.0,6,195.32675,2,capture
1.0,9,195.341153,2,capture
1.0,8,195.353988,2,capture
1.0,7,195.365199,2,capture
1.0,7,195.376413,2,capture
1.0,9,195.390804,2,capture
1.0,10,195.406885,2,capture
1.0,9,195.421352,2,capture
1.0,9,195.435784,2,capture
1.0,7,195.447006,2,capture
1.0,6,195.458233,2,capture
1.0,8,195.471006,2,capture
1.0,12,195.490362,2,capture
1.0,12,195.509621,2,capture
1.0,11,195.527203,2,capture
1.0,5,195.535233,2,capture
1.0,6,195.544869,2,capture
1.0,6,195.554505,2,capture
1.0,6,195.564122,2,capture
1.0,5,195.57215,2,capture
1.0,9,195.586503,2,capture
1.0,9,195.60096,2,capture
1.0,19,195.631624,2,capture
1.0,8,195.644689,2,capture
1.0,5,195.652748,2,capture
1.0,8,195.665512,2,capture
1.0,7,195.6768,2,capture
1.0,9,195.691264,2,capture
1.0,7,195.70268,2,capture
1.0,13,195.723391,2,capture
1.0,8,195.73613,2,capture
1.0,8,195.748888,2,capture
1.0,15,195.772727,2,capture
1.0,7,195.783891,2,capture
1.0,5,195.791916,2,capture
1.0,7,195.803204,2,capture
1.0,12,195.822386,2,capture
1.0,6,195.831988,2,capture
1.0,9,195.84636,2,capture
1.0,8,195.85914,2,capture
1.0,9,195.873447,2,capture
1.0,6,195.883062,2,capture
1.0,9,195.89767,2,capture
1.0,9,195.912089,2,capture
1.0,7,195.923357,2,capture
1.0,10,195.939346,2,capture
1.0,11,195.956809,2,capture
1.0,6,195.966543,2,capture
1.0,6,195.976154,2,capture
1.0,6,195.985784,2,capture
1.0,10,196.001783,2,capture
1.0,8,196.014535,2,capture
1.0,8,196.027265,2,capture
1.0,8,196.040007,2,capture
1.0,6,196.049612,2,capture
1.0,9,196.063905,2,capture
1.0,7,196.075075,2,capture
1.0,7,196.086214,2,capture
1.0,6,196.096045,2,capture
1.0,16,196.121565,2,capture
1.0,10,196.137531,2,capture
1.0,8,196.150384,2,capture
1.0,10,196.166358,2,capture
1.0,11,196.183896,2,capture
1.0,12,196.203035,2,capture
1.0,7,196.214378,2,capture
1.0,8,196.227096,2,capture
1.0,5,196.235093,2,capture
1.0,8,196.247881,2,capture
1.0,7,196.259108,2,capture
1.0,7,196.270245,2,capture
1.0,8,196.283093,2,capture
1.0,7,196.294251,2,capture
1.0,7,196.30541,2,capture
1.0,7,196.316598,2,capture
1.0,9,196.330919,2,capture
1.0,7,196.342051,2,capture
1.0,8,196.354782,2,capture
1.0,9,196.369108,2,capture
1.0,5,196.377104,2,capture
1.0,8,196.389874,2,capture
1.0,7,196.401095,2,capture
1.0,7,196.412249,2,capture
1.0,11,196.430231,2,capture
1.0,6,196.4398,2,capture
1.0,7,196.45095,2,capture
1.0,11,196.468455,2,capture
1.0,8,196.481207,2,capture
1.0,10,196.497195,2,capture
1.0,9,196.511862,2,capture
1.0,10,196.527801,2,capture
1.0,15,196.551733,2,capture
1.0,5,196.559753,2,capture
1.0,9,196.574055,2,capture
1.0,11,196.591525,2,capture
1.0,7,196.602685,2,capture
1.0,12,196.62176,2,capture
1.0,11,196.639549,2,capture
1.0,10,196.655751,2,capture
1.0,7,196.666958,2,capture
1.0,9,196.681361,2,capture
1.0,7,196.692516,2,capture
1.0,7,196.703666,2,capture
1.0,16,196.729905,2,capture
1.0,7,196.741176,2,capture
1.0,6,196.750788,2,capture
1.0,7,196.761985,2,capture
1.0,8,196.775208,2,capture
1.0,8,196.788045,2,capture
1.0,8,196.800822,2,capture
1.0,9,196.815317,2,capture
1.0,10,196.831653,2,capture
1.0,12,196.851355,2,capture
1.0,8,196.864231,2,capture
1.0,5,196.87227,2,capture
1.0,7,196.883448,2,capture
1.0,14,196.905794,2,capture
1.0,14,196.928344,2,capture
1.0,7,196.939536,2,capture
1.0,6,196.949167,2,capture
1.0,6,196.958774,2,capture
1.0,9,196.973119,2,capture
1.0,8,196.98603,2,capture
1.0,17,197.013103,2,capture
1.0,6,197.02282,2,capture
1.0,9,197.037208,2,capture
1.0,6,197.046797,2,capture
1.0,7,197.058002,2,capture
1.0,6,197.067598,2,capture
1.0,7,197.078766,2,capture
1.0,10,197.095426,2,capture
1.0,11,197.113251,2,capture
1.0,11,197.130814,2,capture
1.0,10,197.146826,2,capture
1.0,7,197.158046,2,capture
1.0,6,197.167631,2,capture
1.0,7,197.178985,2,capture
1.0,8,197.19183,2,capture
1.0,7,197.203031,2,capture
1.0,11,197.220673,2,capture
1.0,8,197.233622,2,capture
1.0,17,197.260943,2,capture
1.0,10,197.277007,2,capture
1.0,8,197.28984,2,capture
1.0,6,197.299419,2,capture
1.0,8,197.312218,2,capture
1.0,7,197.323529,2,capture
1.0,8,197.336282,2,capture
1.0,6,197.34603,2,capture
1.0,12,197.36513,2,capture
1.0,11,197.382675,2,capture
1.0,5,197.390709,2,capture
1.0,6,197.400346,2,capture
1.0,8,197.413116,2,capture
1.0,8,197.425927,2,capture
1.0,10,197.442321,2,capture
1.0,11,197.459904,2,capture
1.0,10,197.475771,2,capture
1.0,7,197.486944,2,capture
1.0,9,197.501319,2,capture
1.0,6,197.511009,2,capture
1.0,6,197.520595,2,capture
1.0,21,197.554109,2,capture
1.0,6,197.563705,2,capture
1.0,8,197.576475,2,capture
1.0,13,197.59733,2,capture
1.0,6,197.606956,2,capture
1.0,7,197.618165,2,capture
1.0,6,197.627781,2,capture
1.0,8,197.640733,2,capture
1.0,8,197.653675,2,capture
1.0,7,197.664942,2,capture
1.0,9,197.679465,2,capture
1.0,8,197.692252,2,capture
1.0,11,197.710361,2,capture
1.0,8,197.723186,2,capture
1.0,6,197.732804,2,capture
1.0,7,197.744145,2,capture
1.0,6,197.753728,2,capture
1.0,8,197.766537,2,capture
1.0,11,197.784197,2,capture
1.0,6,197.793896,2,capture
1.0,6,197.803502,2,capture
1.0,9,197.817842,2,capture
1.0,8,197.830667,2,capture
1.0,6,197.840261,2,capture
1.0,7,197.851428,2,capture
1.0,8,197.8642,2,capture
1.0,9,197.878538,2,capture
1.0,11,197.89618,2,capture
1.0,6,197.905848,2,capture
1.0,6,197.915571,2,capture
1.0,10,197.931516,2,capture
1.0,7,197.942869,2,capture
1.0,8,197.955813,2,capture
1.0,8,197.968612,2,capture
1.0,8,197.981384,2,capture
1.0,8,197.994323,2,capture
1.0,8,198.007152,2,capture
1.0,7,198.018444,2,capture
1.0,6,198.028068,2,capture
1.0,7,198.039234,2,capture
1.0,11,198.056777,2,capture
1.0,7,198.068017,2,capture
1.0,10,198.084156,2,capture
1.0,10,198.100238,2,capture
1.0,9,198.114666,2,capture
1.0,8,198.127553,2,capture
1.0,7,198.138707,2,capture
1.0,10,198.154639,2,capture
1.0,14,198.177006,2,capture
1.0,8,198.189817,2,capture
1.0,12,198.209149,2,capture
1.0,12,198.228524,2,capture
1.0,9,198.242884,2,capture
1.0,9,198.257207,2,capture
1.0,7,198.268658,2,capture
1.0,8,198.281462,2,capture
1.0,6,198.291062,2,capture
1.0,6,198.300835,2,capture
1.0,9,198.315238,2,capture
1.0,8,198.328081,2,capture
1.0,12,198.34721,2,capture
1.0,10,198.363463,2,capture
1.0,8,198.376327,2,capture
1.0,21,198.410042,2,capture
1.0,8,198.42284,2,capture
1.0,8,198.435648,2,capture
1.0,7,198.446925,2,capture
1.0,8,198.459919,2,capture
1.0,7,198.471167,2,capture
1.0,6,198.480742,2,capture
1.0,13,198.501413,2,capture
1.0,13,198.522259,2,capture
1.0,8,198.535105,2,capture
1.0,9,198.549457,2,capture
1.0,7,198.560653,2,capture
1.0,12,198.579783,2,capture
1.0,7,199.741762,2,capture
1.0,7,199.753119,2,capture
1.0,14,199.775438,2,capture
1.0,7,199.786756,2,capture
1.0,13,199.807541,2,capture
1.0,7,199.818757,2,capture
1.0,8,199.831631,2,capture
1.0,7,199.842927,2,capture
1.0,15,199.86674,2,capture
1.0,9,199.881207,2,capture
1.0,8,199.893934,2,capture
1.0,11,199.911509,2,capture
1.0,9,199.925842,2,capture
1.0,8,199.938563,2,capture
1.0,7,199.949722,2,capture
1.0,7,199.960885,2,capture
1.0,6,199.970474,2,capture
1.0,7,199.981683,2,capture
1.0,10,199.997752,2,capture
1.0,6,200.007379,2,capture
1.0,6,200.01698,2,capture
1.0,7,200.028421,2,capture
1.0,8,200.041257,2,capture
1.0,6,200.050857,2,capture
1.0,7,200.062039,2,capture
1.0,7,200.073199,2,capture
1.0,6,200.08279,2,capture
1.0,9,200.097128,2,capture
1.0,7,200.108288,2,capture
1.0,6,200.117991,2,capture
1.0,8,200.130949,2,capture
1.0,5,200.138923,2,capture
1.0,7,200.150198,2,capture
1.0,8,200.16306,2,capture
1.0,8,200.175894,2,capture
1.0,7,200.187059,2,capture
1.0,8,200.199789,2,capture
1.0,8,200.21251,2,capture
1.0,10,200.228469,2,capture
1.0,6,200.238091,2,capture
1.0,6,200.247792,2,capture
1.0,7,200.258944,2,capture
1.0,12,200.277984,2,capture
1.0,10,200.294005,2,capture
1.0,9,200.308275,2,capture
1.0,11,200.325797,2,capture
1.0,8,200.338499,2,capture
1.0,10,200.354449,2,capture
1.0,6,200.363999,2,capture
1.0,7,200.375103,2,capture
1.0,8,200.387888,2,capture
1.0,6,200.397426,2,capture
1.0,6,200.407014,2,capture
1.0,6,200.416691,2,capture
1.0,11,200.43413,2,capture
1.0,6,200.443687,2,capture
1.0,7,200.454794,2,capture
1.0,9,200.469063,2,capture
1.0,11,200.486479,2,capture
1.0,6,200.496038,2,capture
1.0,7,200.507213,2,capture
1.0,7,200.518342,2,capture
1.0,11,200.535775,2,capture
1.0,7,200.546964,2,capture
1.0,6,200.55649,2,capture
1.0,9,200.570807,2,capture
1.0,10,200.586621,2,capture
1.0,6,200.596173,2,capture
1.0,6,200.6057,2,capture
1.0,14,200.627981,2,capture
1.0,9,200.642309,2,capture
1.0,7,200.653634,2,capture
1.0,8,200.666303,2,capture
1.0,11,200.683853,2,capture
1.0,9,200.698189,2,capture
1.0,6,200.707773,2,capture
1.0,6,200.717355,2,capture
1.0,7,200.728467,2,capture
1.0,8,200.741198,2,capture
1.0,7,200.752363,2,capture
1.0,8,200.765059,2,capture
1.0,8,200.777993,2,capture
1.0,15,200.801825,2,capture
1.0,8,200.81451,2,capture
1.0,10,200.830467,2,capture
1.0,7,200.841651,2,capture
1.0,9,200.856077,2,capture
1.0,8,200.868857,2,capture
1.0,11,200.886303,2,capture
1.0,9,200.900571,2,capture
1.0,9,200.914898,2,capture
1.0,11,200.932368,2,capture
1.0,11,200.949969,2,capture
1.0,10,200.965889,2,capture
1.0,5,200.974224,2,capture
1.0,7,200.985726,2,capture
1.0,7,200.99717,2,capture
1.0,11,201.014904,2,capture
1.0,5,201.022961,2,capture
1.0,8,201.035678,2,capture
1.0,9,201.050057,2,capture
1.0,8,201.062804,2,capture
1.0,20,201.09452,2,capture
1.0,7,201.105641,2,capture
1.0,6,201.115216,2,capture
1.0,14,201.137655,2,capture
1.0,7,201.148806,2,capture
1.0,7,201.159966,2,capture
1.0,20,201.191936,2,capture
1.0,7,201.203243,2,capture
1.0,11,201.220693,2,capture
1.0,6,201.230331,2,capture
1.0,6,201.239881,2,capture
1.0,6,201.249429,2,capture
1.0,6,201.259014,2,capture
1.0,9,201.273463,2,capture
1.0,9,201.287814,2,capture
1.0,6,201.297364,2,capture
1.0,15,201.321366,2,capture
1.0,7,201.332609,2,capture
1.0,9,201.346985,2,capture
1.0,8,201.35966,2,capture
1.0,7,201.370798,2,capture
1.0,13,201.39143,2,capture
1.0,6,201.400988,2,capture
1.0,7,201.412397,2,capture
1.0,7,201.423512,2,capture
1.0,6,201.433135,2,capture
1.0,8,201.446002,2,capture
1.0,9,201.460328,2,capture
1.0,5,201.468412,2,capture
1.0,7,201.47984,2,capture
1.0,7,201.49097,2,capture
1.0,12,201.510033,2,capture
1.0,9,201.52442,2,capture
1.0,6,201.534011,2,capture
1.0,8,201.546659,2,capture
1.0,9,201.562051,2,capture
1.0,10,201.577986,2,capture
1.0,11,201.595449,2,capture
1.0,8,201.608294,2,capture
1.0,12,201.627417,2,capture
1.0,7,201.638568,2,capture
1.0,5,201.646784,2,capture
1.0,6,201.65654,2,capture
1.0,7,201.667702,2,capture
1.0,9,201.681996,2,capture
1.0,9,201.696385,2,capture
1.0,10,201.713582,2,capture
1.0,6,201.72333,2,capture
1.0,9,201.73773,2,capture
1.0,7,201.748907,2,capture
1.0,8,201.761744,2,capture
1.0,9,201.776161,2,capture
1.0,6,201.78582,2,capture
1.0,7,201.797081,2,capture
1.0,12,201.816074,2,capture
1.0,8,201.828817,2,capture
1.0,6,201.838407,2,capture
1.0,9,201.852816,2,capture
1.0,8,201.865535,2,capture
1.0,7,201.876684,2,capture
1.0,12,201.895682,2,capture
1.0,6,201.905255,2,capture
1.0,6,201.914892,2,capture
1.0,10,201.93085,2,capture
1.0,9,201.945235,2,capture
1.0,7,201.956348,2,capture
1.0,8,201.969253,2,capture
1.0,11,201.986948,2,capture
1.0,6,201.99653,2,capture
1.0,5,202.004498,2,capture
1.0,8,202.01725,2,capture
1.0,6,202.026818,2,capture
1.0,9,202.041209,2,capture
1.0,10,202.057055,2,capture
1.0,7,202.068172,2,capture
1.0,8,202.080876,2,capture
1.0,8,202.093573,2,capture
1.0,8,202.106342,2,capture
1.0,9,202.120732,2,capture
1.0,7,202.131904,2,capture
1.0,8,202.144649,2,capture
1.0,6,202.154213,2,capture
1.0,9,202.168449,2,capture
1.0,6,202.177994,2,capture
1.0,7,202.189139,2,capture
1.0,10,202.204987,2,capture
1.0,7,202.216152,2,capture
1.0,6,202.22573,2,capture
1.0,6,202.235276,2,capture
1.0,10,202.251239,2,capture
1.0,8,202.263929,2,capture
1.0,10,202.279808,2,capture
1.0,8,202.292682,2,capture
1.0,11,202.31009,2,capture
1.0,8,202.322847,2,capture
1.0,8,202.335606,2,capture
1.0,5,202.343596,2,capture
1.0,9,202.357908,2,capture
1.0,8,202.370763,2,capture
1.0,7,202.381863,2,capture
1.0,9,202.396161,2,capture
1.0,6,202.405744,2,capture
1.0,6,202.415298,2,capture
1.0,7,202.426481,2,capture
1.0,7,202.437848,2,capture
1.0,9,202.452091,2,capture
1.0,7,202.463402,2,capture
1.0,10,202.47924,2,capture
1.0,10,202.495212,2,capture
1.0,8,202.507971,2,capture
1.0,6,202.517571,2,capture
1.0,6,202.527129,2,capture
1.0,8,202.539807,2,capture
1.0,8,202.552501,2,capture
1.0,11,202.570012,2,capture
1.0,10,202.585894,2,capture
1.0,8,202.598588,2,capture
1.0,10,202.614502,2,capture
1.0,6,202.624131,2,capture
1.0,5,202.632244,2,capture
1.0,9,202.646681,2,capture
1.0,6,202.656457,2,capture
1.0,13,202.67723,2,capture
1.0,9,202.691527,2,capture
1.0,8,202.704244,2,capture
1.0,11,202.721769,2,capture
1.0,9,202.736131,2,capture
1.0,9,202.750414,2,capture
1.0,6,202.759973,2,capture
1.0,6,202.769615,2,capture
1.0,6,202.779159,2,capture
1.0,8,202.791857,2,capture
1.0,14,202.814069,2,capture
1.0,11,202.831654,2,capture
1.0,11,202.849254,2,capture
1.0,15,202.873058,2,capture
1.0,13,202.893651,2,capture
1.0,7,202.904795,2,capture
1.0,7,202.915888,2,capture
1.0,10,202.93174,2,capture
1.0,10,202.947618,2,capture
1.0,9,202.961893,2,capture
1.0,6,202.971456,2,capture
1.0,9,202.985785,2,capture
1.0,7,202.997002,2,capture
1.0,7,203.008251,2,capture
1.0,9,204.171201,2,capture
1.0,9,204.185712,2,capture
1.0,7,204.196964,2,capture
1.0,8,204.209784,2,capture
1.0,7,204.221023,2,capture
1.0,8,204.233807,2,capture
1.0,7,204.245022,2,capture
1.0,6,204.254651,2,capture
1.0,6,204.264274,2,capture
1.0,10,204.280348,2,capture
1.0,6,204.290151,2,capture
1.0,7,204.301402,2,capture
1.0,9,204.315778,2,capture
1.0,14,204.338135,2,capture
1.0,7,204.349478,2,capture
1.0,8,204.362316,2,capture
1.0,13,204.383119,2,capture
1.0,6,204.392743,2,capture
1.0,8,204.405535,2,capture
1.0,14,204.428096,2,capture
1.0,9,204.442485,2,capture
1.0,7,204.453681,2,capture
1.0,11,204.471281,2,capture
1.0,7,204.482555,2,capture
1.0,9,204.49693,2,capture
1.0,9,204.511332,2,capture
1.0,8,204.524154,2,capture
1.0,10,204.540177,2,capture
1.0,8,204.552963,2,capture
1.0,7,204.564294,2,capture
1.0,6,204.573902,2,capture
1.0,10,204.589812,2,capture
1.0,7,204.601006,2,capture
1.0,6,204.610619,2,capture
1.0,9,204.625,2,capture
1.0,8,204.637706,2,capture
1.0,9,204.652133,2,capture
1.0,8,204.665121,2,capture
1.0,6,204.67471,2,capture
1.0,8,204.687543,2,capture
1.0,7,204.698725,2,capture
1.0,7,204.709876,2,capture
1.0,9,204.724348,2,capture
1.0,7,204.735578,2,capture
1.0,9,204.749914,2,capture
1.0,5,204.757904,2,capture
1.0,7,204.769069,2,capture
1.0,9,204.783473,2,capture
1.0,18,204.812255,2,capture
1.0,7,204.823691,2,capture
1.0,12,204.842751,2,capture
1.0,8,204.855469,2,capture
1.0,11,204.873096,2,capture
1.0,7,204.884346,2,capture
1.0,10,204.900498,2,capture
1.0,7,204.911665,2,capture
1.0,12,204.930984,2,capture
1.0,8,204.943751,2,capture
1.0,9,204.958191,2,capture
1.0,7,204.969347,2,capture
1.0,6,204.978977,2,capture
1.0,8,204.991876,2,capture
1.0,9,205.006183,2,capture
1.0,12,205.025217,2,capture
1.0,5,205.033222,2,capture
1.0,6,205.042829,2,capture
1.0,6,205.052427,2,capture
1.0,9,205.066768,2,capture
1.0,8,205.079487,2,capture
1.0,6,205.089088,2,capture
1.0,6,205.098679,2,capture
1.0,11,205.116238,2,capture
1.0,7,205.127414,2,capture
1.0,7,205.138589,2,capture
1.0,8,205.151371,2,capture
1.0,7,205.16254,2,capture
1.0,9,205.177126,2,capture
1.0,10,205.193025,2,capture
1.0,8,205.205822,2,capture
1.0,7,205.217086,2,capture
1.0,7,205.228285,2,capture
1.0,7,205.239455,2,capture
1.0,8,205.252211,2,capture
1.0,9,205.26665,2,capture
1.0,8,205.279404,2,capture
1.0,8,205.29217,2,capture
1.0,11,205.30981,2,capture
1.0,7,205.321031,2,capture
1.0,9,205.335333,2,capture
1.0,6,205.344961,2,capture
1.0,17,205.372124,2,capture
1.0,6,205.381732,2,capture
1.0,7,205.392886,2,capture
1.0,8,205.405595,2,capture
1.0,7,205.41679,2,capture
1.0,11,205.43437,2,capture
1.0,9,205.448881,2,capture
1.0,5,205.456893,2,capture
1.0,8,205.469618,2,capture
1.0,10,205.485573,2,capture
1.0,9,205.500042,2,capture
1.0,8,205.51281,2,capture
1.0,14,205.535084,2,capture
1.0,9,205.549445,2,capture
1.0,13,205.570171,2,capture
1.0,10,205.586089,2,capture
1.0,12,205.605087,2,capture
1.0,12,205.624324,2,capture
1.0,8,205.637093,2,capture
1.0,7,205.648338,2,capture
1.0,8,205.662224,2,capture
1.0,7,205.673538,2,capture
1.0,7,205.684869,2,capture
1.0,17,205.711866,2,capture
1.0,8,205.724675,2,capture
1.0,7,205.735845,2,capture
1.0,6,205.74544,2,capture
1.0,10,205.761469,2,capture
1.0,15,205.787031,2,capture
1.0,6,205.797825,2,capture
1.0,6,205.808879,2,capture
1.0,8,205.822824,2,capture
1.0,7,205.834954,2,capture
1.0,9,205.850947,2,capture
1.0,13,205.873362,2,capture
1.0,6,205.883805,2,capture
1.0,12,205.904389,2,capture
1.0,10,205.921131,2,capture
1.0,11,205.938784,2,capture
1.0,7,205.950173,2,capture
1.0,6,205.959797,2,capture
1.0,7,205.971131,2,capture
1.0,6,205.980798,2,capture
1.0,11,205.998315,2,capture
1.0,9,206.012795,2,capture
1.0,8,206.025767,2,capture
